,Asset_001,Asset_002,Asset_003,Asset_004,Asset_005,Asset_006,Asset_007,Asset_008,Asset_009,Asset_010,Asset_011,Asset_012,Asset_013,Asset_014,Asset_015,Asset_016,Asset_017,Asset_018,Asset_019,Asset_020,Asset_021,Asset_022,Asset_023,Asset_024
2010-03-12,-0.022854124929045084,0.010557679675521448,-0.021490116329390938,0.01630379532707575,0.019909917494668933,-0.011439559697499723,-0.007387900576661733,-0.0029582731556376043,-0.006727182171151093,0.012268022227233343,-0.0053425803182843325,0.02212358161513966,-0.006613036845859192,0.01847028463351084,-0.005715307997113804,0.01929657222832914,-0.008048880628177275,-0.0005933022798371017,-0.00368315435812335,-0.0010013580442542278,0.009137735770194621,0.003105583789969682,-0.004621295710158973,0.01781529239898725
2010-03-19,0.031218638799690304,-0.009553021829966814,0.011436351353202144,-0.013570818975054326,-0.01534282151339658,-0.021838259939143935,0.030565378389656228,-0.010891690993842653,0.0015673141206669402,0.022098266149794134,-0.008733222299906796,-0.03136441559399174,0.016452002067558754,-0.008708602558391966,0.015552536894446505,-0.024906515027039736,0.006568765032738572,0.03772987069083365,0.014421254931028245,-0.011745744691984729,-0.014071444322623552,0.010787130500021985,-0.00951674540861805,-0.008311958716133348
2010-03-26,-0.010199163313305802,-0.029393081901215326,-0.01495456800546449,-0.011083451476818754,0.010822668649500678,0.02675266938315884,-0.02656914527634002,0.02325689466387408,0.001175970477954846,-0.019785691943311534,-0.050210192536538314,-0.0023152420801507336,0.005001071477934691,-0.027811677313886216,-0.014062736723983015,-0.014150040801341178,0.0026772031002674085,-0.029934882819802878,0.000997718303637032,0.01549166704463939,0.0343214926356919,-0.02028716258946492,-0.0037969798194201774,0.00129130061855863
2010-04-02,0.04941194718882909,0.03900961468851613,-1.3985497156619904e-05,0.005196019154460538,-0.05646697388046468,-0.04998997420295947,-0.010525046049891294,-0.012915174811890914,-0.002605613651436512,0.03640820833152444,0.035760942346200544,-0.03759862079827149,0.003405659940087095,0.014985440009197087,0.005960399701901598,0.027075701169483605,0.02916970452029575,0.04615616571542658,0.009820745925725044,0.03689106870855285,-0.02266351708153878,0.01288962862164671,-0.006129270343026858,-0.03163813869774821
2010-04-09,0.032642089757727484,0.05635547432078764,0.03240528995474532,0.015251152709509434,-0.05011952556380625,-0.051414718717568655,-0.0385504324393363,-0.015637173482763805,0.026474379109662036,0.031096850495214604,0.029707464850034497,0.007057906800113627,0.023367003972435768,0.007599559149407242,-0.010410406618261647,0.03094753551451857,0.0019028382215750738,0.04187592900399847,0.010718870731199114,-0.0060457674850444305,-0.01137787873131233,0.016088162941742812,-0.021061208174811177,-0.05645758515476381
2010-04-16,0.012950617115316967,-0.012863231799932097,0.015207153207939313,-0.026780528507614258,0.012393199636027726,0.01539341552066658,0.002219144715800033,-0.007573859196281319,0.0007040135077503624,-0.003609956268044688,0.006500069146658114,0.0035272807478776117,0.016773282967569293,0.0032750996211455934,-0.02329871727399084,-0.023181551228258317,0.001538761827005386,-0.026718142397124552,0.004693046868109497,-0.0006977967603408654,-0.01220756010781113,0.008721504021993488,0.010188345582294794,-0.0018331724752100173
2010-04-23,-0.007672480519174355,0.011135302739636418,-0.00874329864915634,-0.00840078582482708,0.05132096813843624,0.031999059315914104,-0.029538428157940708,0.037996052403804874,-0.023803999285585846,0.002394701656782629,-0.03804556476181035,0.011210877380161542,-0.018748621307596944,0.014263553690131745,-0.018713332657620353,0.025753339049258084,-0.006204459663808873,-0.02446209550189745,-0.0034798149329300886,0.025693511106119095,0.043239505227270866,-0.04965843182928197,-0.021455285388416477,0.03627689236773807
2010-04-30,-0.017039584120002532,0.01756546930261458,0.010616149113453589,0.010645895590330415,0.007656344856921053,0.007583950016376732,0.0016556373298280062,0.007928783640639536,0.013635682035316829,-0.005129630799494024,-0.016189252967182804,0.012822866672106659,0.00788844472845349,0.00705996722096689,0.008346220890381688,-0.007432632271615676,-0.012503841225213037,-0.018266441486871565,-0.02002293628570764,0.0020948962118872414,0.002902672150551115,-0.00967938254159531,-0.03341168623857032,-0.007828720373378017
2010-05-07,0.00994125562379966,-0.03784670518726202,0.008163965180542188,-0.02583647084233314,0.020218132779578398,0.009926186928417681,0.026406585968592827,0.020372753599023984,0.014155675234294776,-0.014920833599096794,-0.0027598817615396313,-0.003724229765252855,0.004996644470006911,-0.01339675256221889,0.006970267770461098,-0.003089337285338313,0.0022773396966122273,0.02117900289531327,0.004836221797317504,0.004802852155978598,0.005363945713178341,0.016286986965660624,0.013802446597128662,-0.003297219583588548
2010-05-14,0.043422676841271,0.06887849746375012,0.006817279203368855,-0.007800707466479096,-0.05685463473160013,-0.0753256410582716,-0.049289238076789685,-0.014559310445148771,0.03174919129682992,0.04224001534144952,0.0004315977343082797,-0.018276056090431484,0.015536668600571204,0.032337450188945016,-0.016976476648435858,0.02293551235896407,0.026991670836688977,0.04961927147780356,0.008041007149864299,0.009357471048620355,-0.01754017945402929,0.032161360706084406,-0.026192707618068516,-0.02994926526090069
2010-05-21,-0.03103855885103743,0.004294095992857089,-0.004291624027324264,-0.0026894055918877304,0.016021250406839445,0.009216438869361895,-0.02047012576651727,0.01000519672156307,-0.01812952891687046,-0.005793554913321685,-0.03064081223902423,0.015859764162463402,-0.02134670430721436,0.0008236338416175801,-0.01833420603686574,0.02170524776777249,-0.002389598343062305,-0.017426520069170465,0.001993678775592627,-0.013979339074029635,0.008569117168371691,0.009004846993157069,-0.01106158092602913,0.013472250139041688
2010-05-28,-0.01998069695232788,-0.0325518507534041,-0.02780465455163486,-0.026688499004168992,0.030812326395435893,0.033052381194905375,0.038187007534655676,0.0061116055669693005,-0.036320566976023635,-0.04592092028962822,-0.05136131462639833,0.00821456838116315,-0.014447090602621773,-0.011691116165931933,0.014192728849989587,-0.007443991351268348,-0.0060342987580900434,-0.056914470120557975,0.007036617635896615,-0.001093145306914939,0.018651322590057865,-0.003284730670003899,0.0004261853321572435,0.05290695583577172
2010-06-04,-0.02846201472101662,-0.008123462790662736,-0.024587381840660668,-0.011701388043024176,0.03659110728786992,0.02075671277797593,0.015707811803239175,0.013009156482209152,-0.008617485253735423,-9.941364901667332e-05,-0.017515333680656043,-0.013778590051269132,-0.017628532207912898,0.007309041500311439,0.000511605259362587,-0.024976043027423803,-0.01305654769887547,-0.025960987718792232,-0.006275662862100063,-0.014668990727981912,0.0023839626702896865,-0.021283312221946536,0.009481086081342313,0.026721464879257736
2010-06-11,-0.021090121910836247,-0.05261678306346572,0.0018324307060801031,-0.020155296407277194,0.00630703561590726,0.023208368326607526,0.022264679580514164,-0.012755340499241477,-0.009166400952534993,-0.01847708383652588,-0.027816994345620818,0.00746531999571223,-0.011182793359916496,-0.008345434402472474,0.008585346854354007,-0.04541898416782353,-0.015222250378389323,-0.02398618936129863,0.01465031047303447,-0.04279787923673673,0.014418621602191328,0.007865599579856556,0.022622062612445322,0.029708285358090857
2010-06-18,-0.012358542809353383,-0.010287600917912901,-0.01957456484290204,-0.029936891524122322,0.015410564286162293,-0.005045270595108767,-0.00011788941934057304,-0.01607772215828433,-0.01909040072122874,-0.007352403052813854,-0.010775268387326087,0.0060336533058812794,0.0036806779130471386,0.00172809090202708,0.0042242688438165156,0.013894848382161758,-0.012974736582986496,-0.005513332108033285,0.013924452482924808,0.012439404011069315,-0.014946736432443564,-0.005287400283645093,0.0205234729661996,0.010670272243168962
2010-06-25,-0.006893916309421817,0.005462982083145464,-0.010100318987473357,0.009138449178011671,0.007561333115800657,0.008073004705772263,-0.010372600624026155,0.0037759940916222024,0.004040035657477695,0.031174855920422052,-0.03421110074512929,0.008942954211556036,-0.013828195377845413,0.01542288152690613,-0.010070711198280749,0.018613705668969627,0.008719099037715419,-0.006391513543782502,0.00981904981418459,-0.01588955465438538,0.02514095104907197,-0.007176843711626885,-0.0017845878728291117,-0.007631537056013338
2010-07-02,-0.003195972831738855,0.015783161072985368,0.00023601237583357912,0.006080680335653404,0.00589656778395552,-0.032561681391462954,0.0034915773358211773,-0.0013292543870228404,0.0011830646725847433,-0.008933272511269226,0.00988054146801068,-0.03162310785693464,0.010828310031539105,-0.0148287079722056,-0.0011056970619381487,0.006341002313202504,0.014535214603161567,0.006120565399472989,-0.0087049761071537,-0.0021704742972765197,0.011575820390480076,0.009445092994533937,-0.010850132238739457,-0.01057179754479606
2010-07-09,-0.02466190052530944,-0.0235914791869849,-0.018599007291606098,0.001167566665477883,0.007173698112489629,0.042589461854342106,0.00720784779731848,-0.005900568969320969,0.01690041546122921,0.0019610867094473124,-0.007148310385153157,0.004131354985691204,-0.002285052273952633,-0.006794693070615396,0.0008357247097700651,-0.01968074129603105,-0.016822510096667864,-0.007046177171601421,0.008258982500013742,-0.016519649667492683,-0.016782037509506634,0.013747524901642598,0.023502223515511445,7.246953748311392e-05
2010-07-16,0.006764621409255621,-0.00397672596762033,-0.010394561582690911,-0.004827457817745245,0.0038682926096007663,-0.02292222504149643,0.0011764156346355335,-0.011144934271132174,0.007737423702747023,0.009276989414155579,0.018181654014269025,-0.010754579021136862,-0.014171013701227433,-0.01522627767114219,-0.005668647909791667,-0.008496430448451511,0.006874515852725059,0.006115956345908396,0.029027672185057807,-0.019499256133352433,-0.0033478395679292904,-0.00709698440754677,-0.009295025965078689,-0.008967100652757267
2010-07-23,-0.051946641227761686,-0.023314920393659268,0.01701783522515336,-0.006850086139647512,0.029149742648128068,0.04666291117042158,0.007571045455928754,0.0067601040767056916,-0.03792607371317058,-0.01622419460855763,-0.021647031271912132,-0.0014845244086668982,-0.00977626491751785,-0.006895495085334889,-0.011448699778045003,-0.002865362618870013,-0.02192655437704149,-0.014533622855535257,-0.019157701536532724,-0.0065537813720265405,0.037083374530506086,-0.003736560329309911,0.0030905239834893576,0.01309003709178777
2010-07-30,0.0012203767683709532,0.008386233610624941,0.0024136687347253386,-0.0008975658356067313,-0.008592020022469624,-0.013208564057733758,-0.019703788869689712,-0.010790222998382518,0.014249301412918247,-0.00910547678753974,0.004320271867319996,-0.013235188130642749,0.0049082542246280635,-0.0050385695644967745,0.01968667005301023,0.008733769988418646,-0.013767944932953908,0.016520813609635598,-0.008429704809141549,-0.007836295503268852,-0.0006728962422884966,-0.00026037077630406465,0.010732929926990367,-0.01687593862743966
2010-08-06,-0.021933502371779295,-0.02829560764084825,-0.009463458015072094,0.010748632066063768,0.023101809840782812,0.04243485272215329,0.036799572851745274,-0.005781533868396507,-0.006004555319638127,-0.029924116312533625,-0.0202700875858957,-0.0013691667845265694,-0.019407404924398595,-0.014719556071706177,-0.0025957175966745284,-0.024139256992000195,0.007367849947647187,-0.02780297663261568,0.03300444733464876,-0.007567304531278694,0.00914378258358404,-0.024670448505161133,0.02558547996754716,0.028745215987333015
2010-08-13,-0.03302251079000568,-0.08264474028243195,-0.0015255169979487546,-0.024758502917722667,0.05629589084946828,0.06880134345428882,0.037711568007629,-0.018110687739365073,-0.030509415290357576,-0.03607833339573569,-0.008823910452605794,0.028135666887802342,-0.035753623082437465,-0.008657843015018499,0.01717181287509922,-0.055008758509273406,-0.004409040668090195,-0.04047455291808457,-0.003045336990787061,-0.037326938354644484,0.016416374281670358,-0.022774517000028773,0.023895203475940062,0.033804162464481174
2010-08-20,-0.02748241902365267,-0.04090737317665098,0.002880572536103023,-0.010551942422896565,0.01855558560010254,0.036948387385284116,-0.0007720556211434151,0.01241021824244599,-0.011356124436046524,-0.02642778776701367,-0.002593416056180702,-0.01445922928821054,-0.03377047885869854,-0.00422250188391887,0.0030071831724501788,-0.01934032437631599,-0.00813338920777145,-0.018555489532791,0.011556921317121435,-0.003438657821765667,0.009178746473207076,-0.03666927143255991,0.024913166516222076,0.039258165095962784
2010-08-27,-0.06472495927331232,-0.10203180409129405,-0.0071723148829262555,0.001740733813700785,0.09675228042290808,0.0962762197733363,0.03648004724854355,0.045722565052204386,-0.0325192303477669,-0.08924919449984704,-0.05262061864991698,0.03842773801353086,-0.03273178494200056,-0.0029335030982311737,-0.012452155733183836,-0.022148500651854124,-0.026301820713720475,-0.08992169967045069,-0.00507021033263703,0.006597961817742941,0.023779781415238534,-0.06423841763560918,-0.007886675404982616,0.07550449230937076
2010-09-03,0.05920953183183746,0.05952636158026671,0.028184877145037448,-0.008548724288320025,-0.07634782439353317,-0.10361108604670313,-0.00845383017950763,-0.041228041232017135,0.02234753228718568,0.06579835173380322,0.07799567761439512,-0.0282904224758777,0.01765943779106364,0.0006016657926284068,0.009527950947267787,0.036612898311412984,0.03258143607880638,0.08394438611334887,0.011431530592185619,-0.016340476273834677,-0.034727517583760074,0.05184640634331647,0.009714928358609924,-0.061239807994329244
2010-09-10,0.010912801981024265,0.015572260289151901,-0.010736965468226707,-0.01044882612620132,-0.04093439868856,-0.017433844884091727,0.011595612689725353,0.008397257216982472,-0.011357062347317396,0.0273786151457798,0.030907578265818157,-0.013116795802330147,0.00943579277285132,-0.02242140838141761,0.00515375157902948,-0.0025435629956444723,0.006053198245939336,0.0015215316920711985,0.007675046481555456,0.013694799268621837,-0.019544711519650794,-0.002011564292007814,-0.03048740024200767,-0.02158604302371286
2010-09-17,-0.035151173523802585,-0.03628814112511526,-0.0037134715487720984,-0.0025972915390635905,0.018015961449242116,0.030305672341601485,0.013309288507287596,0.028076611800795966,-0.012760348510977687,-0.016734934843003164,-0.04135018500051111,0.01357307442590674,-0.011729956010157227,0.0005396190576853312,-0.00696349052889894,-0.011679225704177131,-0.0029985956551633972,-0.02390907451388015,-0.03984057458461079,0.02430098022158179,-0.019675155047747098,-0.03123396072066639,0.003489359455222517,0.02306796506917802
2010-09-24,0.002561818730765674,0.034244441480930886,0.012624143031649382,-0.01314483628940847,-0.007450713714906281,-0.03595356086798718,-0.04333251334662123,-0.009193390613874187,-0.0008721976342816341,0.03801416728079843,0.018651149699648442,-0.028231088360753685,0.0041125657559939075,0.0014145630843500918,0.007638796613207037,0.011063662655852655,0.019770615419994343,0.02472407488176343,-0.015942372260476463,0.007129151235588268,-0.020417725476983048,-0.00790172364357371,-0.02216575885013553,-0.038481699793933025
2010-10-01,-0.009717793612938664,0.009032254742807774,-0.016880756565277558,-0.009539762611606988,-0.028856759416228485,-0.03286496739307137,0.021044555809738474,-0.010292874032317148,0.009795653280767787,-0.006237224033256014,0.007241039850150096,-0.004940956991360497,-0.0044804837374465036,0.008814911454106716,-0.008879888065969774,0.00032575287961976625,-0.002275692833698045,0.02010459319284985,-0.005377364270324966,-0.006987464868028183,-0.01257605217686877,0.0041958312664261855,0.008179179130467453,-0.013254398853952062
2010-10-08,-0.009885504748278144,-0.02328953476953908,0.008957407494948208,-0.006273398376912464,0.005595228820646631,0.016038563327290537,0.030906014757880986,-0.014167663919637452,0.004526832864724118,-0.03403059243794999,-0.0024422791528972013,0.02236561226385571,0.0018914857877593326,-0.0018886173342289622,-0.004522577836110046,-0.009636727326970683,-0.0037033376878812746,-0.020181688661256303,-0.0030136251329470065,-0.0026121217458943352,-0.004383310612698805,-0.013637699661666869,-0.008348046544390716,0.014742926601246582
2010-10-15,0.028030167802003975,0.06193801476830775,0.010345216255531925,0.014595197143585096,-0.017399175676560484,-0.0361829635668302,-0.03919754503761243,-0.005538638702973889,0.03948095498295169,0.02659617937227496,8.858360137196063e-05,-0.0024376568508886103,0.012393957768255024,-0.0002680269179826354,0.0009261890490545217,0.03432285379081658,-0.014274515131739728,0.04186527699075449,0.004015315577366495,0.00668296961202694,0.010137183644954383,0.013376294756972315,-0.032351131553552924,-0.0073585289770848605
2010-10-22,0.0001500289806622094,0.0015952141948445404,-0.009042008289898998,0.008200000193146175,0.007751484705847144,0.0017131978879901606,-0.011961994597256907,0.0039746191231785155,-0.001247365961159153,-0.01660891747197856,-0.02022959779823543,0.0077665050364691375,-0.03212801989332372,0.004267691394304824,-0.007951628579760077,0.017794490533255394,-0.007016743236332923,0.00629162662483939,-0.005542733220903699,0.003952879687758879,0.010011427009453323,-0.007886795511305854,0.008817257493890953,-0.010639159571636907
2010-10-29,-0.003037495817226444,-0.01002829999779955,0.008839006633893356,0.01782427644556706,-0.002497400704167662,-0.0036007603490218303,0.002204980900489961,0.006571132124137237,0.0017382874871335876,-0.00946130131819402,-0.015102991041805526,0.01138276298574222,-0.01750255803952332,0.007431989468134701,0.039563350934295936,-0.008662928758679281,0.0078051101536601815,-0.014640749822848916,-0.02018197165577505,-0.015858492133179875,-0.00980367861030003,-0.018201576705014995,0.03308843034179678,0.011753496673946475
2010-11-05,0.004183463066302736,-0.017282702106375253,0.00020380404927836538,0.007032710628104557,-0.0004117994960512872,0.010256987809252263,0.00868020828243243,-0.008715244357901808,-0.01830721530107869,-0.028021874997800747,0.0002464741689275703,0.00014858641877583945,-0.015342646746705609,-0.00655318930569353,0.006863043240221355,-0.03574180987472209,-0.008795922578350926,0.0032231549657457765,0.0066777649343993176,-0.022326651723214484,0.0016291594247701425,0.015666288502223347,0.020584552127940674,0.0009481579678951467
2010-11-12,-0.008259928094387503,-0.020939213775517433,0.006864369167081025,-0.001421231022898966,0.01007479783910803,0.008040243363553301,0.019561228416912754,-0.0012034377797877588,0.007243233739968504,0.004692463060788517,-0.008932866988889041,-0.021078991407006486,0.017491962280861355,-0.001809522893571237,-0.016109662600238824,-0.017432842137929228,0.010434276740340115,-0.007329483757584068,-0.0047549544928538745,0.010177025923659992,-0.011417427188136478,-0.008551480624302782,0.011710516162516388,0.008734097009166143
2010-11-19,0.01922095455860623,0.028974501437746956,0.004943473258200812,0.007888334676799117,-0.017356119653951053,-0.019126701615429696,-0.006954443356142001,-0.0036737456373041088,0.015473463477676606,0.02093050549963294,0.010710998960646641,-0.015404850304081112,0.006971204985349724,0.0012864289508866741,0.0034108473069430494,0.03473442250999127,-0.003672571428721409,0.020360957453527725,0.013570518113707191,0.002734397109119225,0.020459565368128117,0.003984889258902005,-0.00024669946650389754,-0.023504411928346423
2010-11-26,-0.005549856144222601,-0.01272980210854723,0.0123996725212253,-0.0011463232009609934,0.016088065245558128,0.004399642875622312,0.008335360742923167,0.027983392798910153,0.0027780385102821534,-0.014203527698088804,-0.005446148865369957,-0.011474127151491615,0.010901512044956303,-0.011020414674821701,0.008068435285416195,-0.011847121487932048,0.010919623563493921,-0.013009554667992548,-0.010796107279181696,-0.006445232417413495,0.0074570541894868675,0.007005292072268731,0.0025603614864852763,0.01133657576091773
2010-12-03,0.0001621176084502414,-0.0037255953159457886,-0.007805664703931994,0.013621963256336824,-0.0024783059984567505,-0.0038560637024995714,0.017439832737877272,0.025867622817034308,-0.017200687658751518,-0.002008018383853895,0.0023419566752288746,-0.014630486512222173,-0.008512496601126808,-0.0070668351503401445,-0.009151404936640795,0.0024294330448468952,0.004109305507474103,0.015322571703434228,0.008150644406262153,0.0019576507916719294,-0.01004957850499804,0.03402718605938031,0.008359688029487403,-0.03060753053050138
2010-12-10,-0.006894056801397313,-0.014666967503921918,0.0013364576475106038,-0.0009435198705164412,-0.011159971642588152,0.016631054048835605,0.004027555444185121,0.006012455967731709,-0.00884491494365459,-0.006693880564183604,0.004596744213602579,-0.00016870848579842454,-0.019876275243470676,-0.0018916925716694454,0.0009569423630393711,5.0759876829271564e-05,-0.008617378643863244,-0.0006268548052472773,-0.0017123743377039187,0.0011996962902449636,0.0042894701699660925,0.016481173977793074,-0.004481862457199663,-0.010762073060815405
2010-12-17,-0.01480542694681974,0.006090546645698423,-0.013765009171605145,0.015373879020329335,0.03414035662356228,0.038923536975361814,0.012286000693420897,0.008595580040375932,-0.006722014098744696,-0.01369316124645271,-0.023885579357426138,0.002194292659774307,-0.027665824453512095,0.010800972013303175,-0.023323320776658885,0.007751679839049044,-0.017980258965301733,-0.033861422458088986,-0.002413824013553385,0.01626931384838789,0.019402557393235365,0.006098858745062653,-0.012622813018593285,0.023478851299773177
2010-12-24,0.008358365808703477,0.03177189448883447,0.019818865200646085,-0.0015782886040309457,-0.03479778662193733,-0.03702750539973082,-0.029409042296534897,-0.014181212440628973,0.008042492357658575,0.043086352688169974,0.0015360049678864382,-0.024901155777602227,0.020827147691293603,0.017028318996804456,-0.01442548782182097,0.007733646963439544,-0.00789935472940997,0.02561336245397081,0.012319386750617261,0.001855703760029177,-0.01252425842118757,0.016695166289951588,-0.050786376713445505,-0.012309568105763436
2010-12-31,0.01170876360210632,0.04444230117775187,0.0070173089696220076,0.018748370239023867,-0.021031930729194133,-0.06867402972198026,-0.029843774719635188,-0.008635532503501984,0.010271915324404034,0.03514794188357298,0.02787693301750495,-0.003541766893894323,0.009347955543703584,-0.016545368269332884,-0.00583716026416274,0.02497872034496403,-0.008889832315304793,0.037928905037502306,0.01153965167208285,0.007947506787192509,-0.0513982860009071,-0.00015780720413460098,0.010092945064604397,-0.03441489093395822
2011-01-07,-0.037552040221476866,-0.0017816151945888974,-0.0028673203002894873,0.011886451989380207,0.018149549958502716,0.02556618767457142,0.011174927718131035,0.01561323336878949,0.02110227336381746,-0.0025101367727449145,-0.030096542634842488,0.01137025998662474,0.007274801141781996,0.013723408213782836,-0.007248007311959245,0.006963354969487766,0.008065821600487053,0.0152230848123233,-0.010103609804805673,-0.006357191629088927,0.004271990432800028,-0.015290890007805733,-0.008173123050046305,-0.019003579794104653
2011-01-14,-0.009543012611241495,-0.012418127962076097,-0.004781499673450379,0.018803015383253824,0.004451113519463799,0.02477092349656096,0.014890262566363412,0.007941264638544464,0.00027870758101353806,0.008508577708797177,0.0004317378264316815,0.007232526757929661,0.002608611479455677,-0.009102765079462108,0.009747405612299944,0.016031633918752605,-0.002201168934769586,-0.0009904975952931099,0.0165728909402565,0.006092815477418051,0.0022101698098227263,-0.02832797066740452,0.016901146890161707,-0.020666767763174422
2011-01-21,-0.003309690292841224,-0.026301151736583064,0.007924432307598333,-0.013955580511158526,0.003872788026977072,0.03448428723342558,0.012489713319074102,0.004036518406101328,-0.008765522702460584,0.010720898853962733,-0.006106932226951288,0.021596707035034177,0.0003970713472148269,0.01526315659682608,-0.004080550766957226,-0.03758166327984016,-0.006416002977376472,-0.014397295782820556,-0.0128447904042626,-0.004477492167259768,0.003698505840367152,0.004523605311658378,0.015392968214570639,0.02977997263006945
2011-01-28,-0.013568710388165428,-0.030404597700299917,-0.0014436888260580837,-0.017884589610150402,-0.0036987773448744037,0.033660740417018456,0.018082402289010875,0.023928522428868525,0.008892689418073594,-0.004184169479155907,-0.027732405007383255,0.0047295088472739414,-0.003972220971147562,0.027176136563430105,0.0166796158862466,-0.0006585438574269482,-0.008560021694463373,-0.034970712477109166,0.00849345038781379,-0.016556902485345887,0.0091274127699394,-0.014507078775983711,0.026831288468536503,0.017985187226051653
